text,label,category,language,source_dataset
Ok.. Ü finishing soon?,SAFE,SAFE,English,UCI SMS Spam Collection
"Sorry, I can't help you on this.",SAFE,SAFE,English,UCI SMS Spam Collection
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",SAFE,SAFE,English,UCI SMS Spam Collection
I love your ass! Do you enjoy doggy style? :),SAFE,SAFE,English,UCI SMS Spam Collection
I think asking for a gym is the excuse for lazy people. I jog.,SAFE,SAFE,English,UCI SMS Spam Collection
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
No. On the way home. So if not for the long dry spell the season would have been over,SAFE,SAFE,English,UCI SMS Spam Collection
I gotta collect da car at 6 lei.,SAFE,SAFE,English,UCI SMS Spam Collection
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,SAFE,SAFE,English,UCI SMS Spam Collection
Probably earlier than that if the station's where I think it is,SAFE,SAFE,English,UCI SMS Spam Collection
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Uh, heads up we don't have THAT much left",SAFE,SAFE,English,UCI SMS Spam Collection
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,SAFE,SAFE,English,UCI SMS Spam Collection
"Aight, sounds good. When do you want me to come down?",SAFE,SAFE,English,UCI SMS Spam Collection
Wat would u like 4 ur birthday?,SAFE,SAFE,English,UCI SMS Spam Collection
I love working from home :),SAFE,SAFE,English,UCI SMS Spam Collection
And miss vday the parachute and double coins??? U must not know me very well...,SAFE,SAFE,English,UCI SMS Spam Collection
My sister got placed in birla soft da:-),SAFE,SAFE,English,UCI SMS Spam Collection
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Wah... Okie okie... Muz make use of e unlimited... Haha...,SAFE,SAFE,English,UCI SMS Spam Collection
"There're some people by mu, I'm at the table by lambda",SAFE,SAFE,English,UCI SMS Spam Collection
And stop being an old man. You get to build snowman snow angels and snowball fights.,SAFE,SAFE,English,UCI SMS Spam Collection
ELLO BABE U OK?,SAFE,SAFE,English,UCI SMS Spam Collection
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,SAFE,SAFE,English,UCI SMS Spam Collection
Then u going ikea str aft dat?,SAFE,SAFE,English,UCI SMS Spam Collection
Becoz its &lt;#&gt; jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,SAFE,SAFE,English,UCI SMS Spam Collection
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,SAFE,SAFE,English,UCI SMS Spam Collection
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,SAFE,SAFE,English,UCI SMS Spam Collection
You want to go?,SAFE,SAFE,English,UCI SMS Spam Collection
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Its not that time of the month nor mid of the time?,SAFE,SAFE,English,UCI SMS Spam Collection
Fffff. Can you text kadeem or are you too far gone,SAFE,SAFE,English,UCI SMS Spam Collection
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,SAFE,SAFE,English,UCI SMS Spam Collection
Is fujitsu s series lifebook good?,SAFE,SAFE,English,UCI SMS Spam Collection
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,SAFE,SAFE,English,UCI SMS Spam Collection
Dont know you bring some food,SAFE,SAFE,English,UCI SMS Spam Collection
No current and food here. I am alone also,SAFE,SAFE,English,UCI SMS Spam Collection
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,SAFE,SAFE,English,UCI SMS Spam Collection
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,SAFE,SAFE,English,UCI SMS Spam Collection
We don call like &lt;#&gt; times oh. No give us hypertension oh.,SAFE,SAFE,English,UCI SMS Spam Collection
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",SAFE,SAFE,English,UCI SMS Spam Collection
Omg it could snow here tonite!,SAFE,SAFE,English,UCI SMS Spam Collection
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,SCAM,PHISHING,English,UCI SMS Spam Collection
Carry on not disturbing both of you,SAFE,SAFE,English,UCI SMS Spam Collection
What pa tell me.. I went to bath:-),SAFE,SAFE,English,UCI SMS Spam Collection
Jus finished avatar nigro,SAFE,SAFE,English,UCI SMS Spam Collection
R u over scratching it?,SAFE,SAFE,English,UCI SMS Spam Collection
Hope you are having a great day.,SAFE,SAFE,English,UCI SMS Spam Collection
Did either of you have any idea's? Do you know of anyplaces doing something?,SAFE,SAFE,English,UCI SMS Spam Collection
"My planning usually stops at ""find hella weed, smoke hella weed""",SAFE,SAFE,English,UCI SMS Spam Collection
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",SAFE,SAFE,English,UCI SMS Spam Collection
Excellent! Are you ready to moan and scream in ecstasy?,SAFE,SAFE,English,UCI SMS Spam Collection
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,SAFE,SAFE,English,UCI SMS Spam Collection
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
K...k:)why cant you come here and search job:),SAFE,SAFE,English,UCI SMS Spam Collection
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,SAFE,SAFE,English,UCI SMS Spam Collection
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",SAFE,SAFE,English,UCI SMS Spam Collection
Can ü call me at 10:10 to make sure dat i've woken up...,SAFE,SAFE,English,UCI SMS Spam Collection
Hey we can go jazz power yoga hip hop kb and yogasana,SAFE,SAFE,English,UCI SMS Spam Collection
The battery is for mr adewale my uncle. Aka Egbon,SAFE,SAFE,English,UCI SMS Spam Collection
Wait 2 min..stand at bus stop,SAFE,SAFE,English,UCI SMS Spam Collection
Oh ic. I thought you meant mary jane.,SAFE,SAFE,English,UCI SMS Spam Collection
Haha... Really oh no... How? Then will they deduct your lesson tmr?,SAFE,SAFE,English,UCI SMS Spam Collection
Nah im goin 2 the wrks with j wot bout u?,SAFE,SAFE,English,UCI SMS Spam Collection
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,SAFE,SAFE,English,UCI SMS Spam Collection
Good night. Am going to sleep.,SAFE,SAFE,English,UCI SMS Spam Collection
"Aight I'll grab something to eat too, text me when you're back at mu",SAFE,SAFE,English,UCI SMS Spam Collection
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,SAFE,SAFE,English,UCI SMS Spam Collection
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",SAFE,SAFE,English,UCI SMS Spam Collection
Howz that persons story,SAFE,SAFE,English,UCI SMS Spam Collection
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
LOL that would be awesome payback.,SAFE,SAFE,English,UCI SMS Spam Collection
it to 80488. Your 500 free text messages are valid until 31 December 2005.,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",SAFE,SAFE,English,UCI SMS Spam Collection
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,SAFE,SAFE,English,UCI SMS Spam Collection
What's a feathery bowa? Is that something guys have that I don't know about?,SAFE,SAFE,English,UCI SMS Spam Collection
Even i cant close my eyes you are in me our vava playing umma :-D,SAFE,SAFE,English,UCI SMS Spam Collection
2 laptop... I noe infra but too slow lar... I wan fast one,SAFE,SAFE,English,UCI SMS Spam Collection
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Nvm it's ok...,SAFE,SAFE,English,UCI SMS Spam Collection
Enjoy ur life. . Good night,SAFE,SAFE,English,UCI SMS Spam Collection
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ... ish!,SAFE,SAFE,English,UCI SMS Spam Collection
Thats cool. Where should i cum? On you or in you? :),SAFE,SAFE,English,UCI SMS Spam Collection
Delhi and chennai still silent.,SAFE,SAFE,English,UCI SMS Spam Collection
Lol alright i was thinkin that too haha,SAFE,SAFE,English,UCI SMS Spam Collection
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,SAFE,SAFE,English,UCI SMS Spam Collection
Shhhhh nobody is supposed to know!,SAFE,SAFE,English,UCI SMS Spam Collection
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",SAFE,SAFE,English,UCI SMS Spam Collection
Hey i will be late... i'm at amk. Need to drink tea or coffee,SAFE,SAFE,English,UCI SMS Spam Collection
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,SAFE,SAFE,English,UCI SMS Spam Collection
S..antha num corrct dane,SAFE,SAFE,English,UCI SMS Spam Collection
The basket's gettin full so I might be by tonight,SAFE,SAFE,English,UCI SMS Spam Collection
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,SAFE,SAFE,English,UCI SMS Spam Collection
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,SAFE,SAFE,English,UCI SMS Spam Collection
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Eh den sat u book e kb liao huh...,SAFE,SAFE,English,UCI SMS Spam Collection
Have you been practising your curtsey?,SAFE,SAFE,English,UCI SMS Spam Collection
Lol boo I was hoping for a laugh,SAFE,SAFE,English,UCI SMS Spam Collection
"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV""",SAFE,SAFE,English,UCI SMS Spam Collection
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",SAFE,SAFE,English,UCI SMS Spam Collection
LMAO where's your fish memory when I need it?,SAFE,SAFE,English,UCI SMS Spam Collection
But i'll b going 2 sch on mon. My sis need 2 take smth.,SAFE,SAFE,English,UCI SMS Spam Collection
Idea will soon get converted to live:),SAFE,SAFE,English,UCI SMS Spam Collection
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
S....s...india going to draw the series after many years in south african soil..,SAFE,SAFE,English,UCI SMS Spam Collection
"Goodmorning, today i am late for &lt;DECIMAL&gt; min.",SAFE,SAFE,English,UCI SMS Spam Collection
Can't take any major roles in community outreach. You rock mel,SAFE,SAFE,English,UCI SMS Spam Collection
Shopping lor. Them raining mah hard 2 leave orchard.,SAFE,SAFE,English,UCI SMS Spam Collection
Hi here. have birth at on the to at 8lb 7oz. Mother and baby doing brilliantly.,SAFE,SAFE,English,UCI SMS Spam Collection
See the forwarding message for proof,SAFE,SAFE,English,UCI SMS Spam Collection
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",SAFE,SAFE,English,UCI SMS Spam Collection
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,SAFE,SAFE,English,UCI SMS Spam Collection
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a &lt;#&gt; movie DOESNT inlude the previews. You're still getting in after 1.",SAFE,SAFE,English,UCI SMS Spam Collection
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",SAFE,SAFE,English,UCI SMS Spam Collection
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Ambrith..madurai..met u in arun dha marrge..remembr?,SAFE,SAFE,English,UCI SMS Spam Collection
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,SAFE,SAFE,English,UCI SMS Spam Collection
"Princess, is your kitty shaved or natural?",SAFE,SAFE,English,UCI SMS Spam Collection
"Better than bb. If he wont use it, his wife will or them doctor",SAFE,SAFE,English,UCI SMS Spam Collection
Ya it came a while ago,SAFE,SAFE,English,UCI SMS Spam Collection
From tomorrow onwards eve 6 to 3 work.,SAFE,SAFE,English,UCI SMS Spam Collection
Anything lor but toa payoh got place 2 walk meh...,SAFE,SAFE,English,UCI SMS Spam Collection
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",SAFE,SAFE,English,UCI SMS Spam Collection
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",SCAM,PHISHING,English,UCI SMS Spam Collection
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,SAFE,SAFE,English,UCI SMS Spam Collection
U having lunch alone? I now so bored...,SAFE,SAFE,English,UCI SMS Spam Collection
"Yes obviously, but you are the eggs-pert and the potato head... Speak soon!",SAFE,SAFE,English,UCI SMS Spam Collection
"Nah man, my car is meant to be crammed full of people",SAFE,SAFE,English,UCI SMS Spam Collection
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,SAFE,SAFE,English,UCI SMS Spam Collection
Kallis is ready for bat in 2nd innings,SAFE,SAFE,English,UCI SMS Spam Collection
Thanx but my birthday is over already.,SAFE,SAFE,English,UCI SMS Spam Collection
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",SAFE,SAFE,English,UCI SMS Spam Collection
"I noe la... U wana pei bf oso rite... K lor, other days den...",SAFE,SAFE,English,UCI SMS Spam Collection
"Yes, i'm small kid.. And boost is the secret of my energy..",SAFE,SAFE,English,UCI SMS Spam Collection
IM GONNA MISS U SO MUCH,SAFE,SAFE,English,UCI SMS Spam Collection
Is avatar supposed to have subtoitles,SAFE,SAFE,English,UCI SMS Spam Collection
Simply sitting and watching match in office..,SAFE,SAFE,English,UCI SMS Spam Collection
You can jot down things you want to remember later.,SAFE,SAFE,English,UCI SMS Spam Collection
Oh sorry please its over,SAFE,SAFE,English,UCI SMS Spam Collection
Hey are we going for the lo lesson or gym?,SAFE,SAFE,English,UCI SMS Spam Collection
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",SAFE,SAFE,English,UCI SMS Spam Collection
You always make things bigger than they are,SAFE,SAFE,English,UCI SMS Spam Collection
Ü dun wan to watch infernal affair?,SAFE,SAFE,English,UCI SMS Spam Collection
"Me not waking up until 4 in the afternoon, sup",SAFE,SAFE,English,UCI SMS Spam Collection
I can send you a pic if you like :),SAFE,SAFE,English,UCI SMS Spam Collection
Okay... I booked all already... Including the one at bugis.,SAFE,SAFE,English,UCI SMS Spam Collection
"Aight fuck it, I'll get it later",SAFE,SAFE,English,UCI SMS Spam Collection
No de. But call me after some time. Ill tell you k,SAFE,SAFE,English,UCI SMS Spam Collection
So dont use hook up any how,SAFE,SAFE,English,UCI SMS Spam Collection
How much is blackberry bold2 in nigeria.,SAFE,SAFE,English,UCI SMS Spam Collection
Hi where you. You in home or calicut?,SAFE,SAFE,English,UCI SMS Spam Collection
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,SAFE,SAFE,English,UCI SMS Spam Collection
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",SAFE,SAFE,English,UCI SMS Spam Collection
Y so late but i need to go n get da laptop...,SAFE,SAFE,English,UCI SMS Spam Collection
"Sir, I am waiting for your mail.",SAFE,SAFE,English,UCI SMS Spam Collection
.Please charge my mobile when you get up in morning.,SAFE,SAFE,English,UCI SMS Spam Collection
"Nothing, i got msg frm tht unknown no..",SAFE,SAFE,English,UCI SMS Spam Collection
Ugh fuck it I'm resubbing to eve,SAFE,SAFE,English,UCI SMS Spam Collection
He didn't see his shadow. We get an early spring yay,SAFE,SAFE,English,UCI SMS Spam Collection
I did. One slice and one breadstick. Lol,SAFE,SAFE,English,UCI SMS Spam Collection
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",SAFE,SAFE,English,UCI SMS Spam Collection
Is there any training tomorrow?,SAFE,SAFE,English,UCI SMS Spam Collection
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,SAFE,SAFE,English,UCI SMS Spam Collection
Cos daddy arranging time c wat time fetch ü mah...,SAFE,SAFE,English,UCI SMS Spam Collection
Then. You are eldest know.,SAFE,SAFE,English,UCI SMS Spam Collection
Who's there say hi to our drugdealer,SAFE,SAFE,English,UCI SMS Spam Collection
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,SAFE,SAFE,English,UCI SMS Spam Collection
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Good night my dear.. Sleepwell&amp;Take care,SAFE,SAFE,English,UCI SMS Spam Collection
That is wondarfull song,SAFE,SAFE,English,UCI SMS Spam Collection
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,SAFE,SAFE,English,UCI SMS Spam Collection
Must come later.. I normally bathe him in da afternoon mah..,SAFE,SAFE,English,UCI SMS Spam Collection
"Trust me. Even if isn't there, its there.",SAFE,SAFE,English,UCI SMS Spam Collection
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,SAFE,SAFE,English,UCI SMS Spam Collection
85233 FREE>Ringtone!Reply REAL,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
I can take you at like noon,SAFE,SAFE,English,UCI SMS Spam Collection
Where is it. Is there any opening for mca.,SAFE,SAFE,English,UCI SMS Spam Collection
I'm aight. Wat's happening on your side.,SAFE,SAFE,English,UCI SMS Spam Collection
I'm done oredi...,SAFE,SAFE,English,UCI SMS Spam Collection
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",SAFE,SAFE,English,UCI SMS Spam Collection
How are you. Wish you a great semester,SAFE,SAFE,English,UCI SMS Spam Collection
Moji i love you more than words. Have a rich day,SAFE,SAFE,English,UCI SMS Spam Collection
Dude how do you like the buff wind.,SAFE,SAFE,English,UCI SMS Spam Collection
"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",SAFE,SAFE,English,UCI SMS Spam Collection
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",SAFE,SAFE,English,UCI SMS Spam Collection
S:-)kallis wont play in first two odi:-),SAFE,SAFE,English,UCI SMS Spam Collection
Then get some cash together and I'll text jason,SAFE,SAFE,English,UCI SMS Spam Collection
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",SAFE,SAFE,English,UCI SMS Spam Collection
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Probably, want to pick up more?",SAFE,SAFE,English,UCI SMS Spam Collection
I'm done...,SAFE,SAFE,English,UCI SMS Spam Collection
Are you the cutest girl in the world or what,SAFE,SAFE,English,UCI SMS Spam Collection
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",SAFE,SAFE,English,UCI SMS Spam Collection
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",SCAM,PHISHING,English,UCI SMS Spam Collection
Oh Howda gud gud.. Mathe en samachara chikku:-),SAFE,SAFE,English,UCI SMS Spam Collection
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,SAFE,SAFE,English,UCI SMS Spam Collection
Audrie lousy autocorrect,SAFE,SAFE,English,UCI SMS Spam Collection
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,SAFE,SAFE,English,UCI SMS Spam Collection
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,SAFE,SAFE,English,UCI SMS Spam Collection
I fetch yun or u fetch?,SAFE,SAFE,English,UCI SMS Spam Collection
Thank you. I like you as well...,SAFE,SAFE,English,UCI SMS Spam Collection
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",SAFE,SAFE,English,UCI SMS Spam Collection
Lara said she can loan me &lt;#&gt; .,SAFE,SAFE,English,UCI SMS Spam Collection
Do we have any spare power supplies,SAFE,SAFE,English,UCI SMS Spam Collection
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,SAFE,SAFE,English,UCI SMS Spam Collection
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,SCAM,LOTTERY_SCAM,English,UCI SMS Spam Collection
"Yeah, don't go to bed, I'll be back before midnight",SAFE,SAFE,English,UCI SMS Spam Collection
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,SAFE,SAFE,English,UCI SMS Spam Collection
"It's that time of the week again, ryan",SAFE,SAFE,English,UCI SMS Spam Collection
Wish u many many returns of the day.. Happy birthday vikky..,SAFE,SAFE,English,UCI SMS Spam Collection
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",SCAM,PHISHING,English,UCI SMS Spam Collection
I hope you know I'm still mad at you.,SAFE,SAFE,English,UCI SMS Spam Collection
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",SAFE,SAFE,English,UCI SMS Spam Collection
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),SAFE,SAFE,English,UCI SMS Spam Collection
Do you know when the result.,SAFE,SAFE,English,UCI SMS Spam Collection
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",SAFE,SAFE,English,UCI SMS Spam Collection
You do got a shitload of diamonds though,SAFE,SAFE,English,UCI SMS Spam Collection
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,SAFE,SAFE,English,UCI SMS Spam Collection
Well I'm going to be an aunty!,SAFE,SAFE,English,UCI SMS Spam Collection
Mine here like all fr china then so noisy.,SAFE,SAFE,English,UCI SMS Spam Collection
Later i guess. I needa do mcat study too.,SAFE,SAFE,English,UCI SMS Spam Collection
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),SAFE,SAFE,English,UCI SMS Spam Collection
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,SCAM,PHISHING,English,UCI SMS Spam Collection
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",SAFE,SAFE,English,UCI SMS Spam Collection
"Carlos took a while (again), we leave in a minute",SAFE,SAFE,English,UCI SMS Spam Collection
